Concept	Form	Year	Register	Author	AuthorGender	Source	Text	sentiment	confidence	Sentiment_Neutral	Sentiment_Positive	Gender	ConceptPair
mother	母亲	2010	NEWS	李学梅	F	XIN	然而在妈妈面前,再冷峻的人也难免真情流露,21日,多梅内克的母亲在接受法国媒体采访时透露了儿子的真情一面。	Positive	0.890387415885925	No	Yes	Female	Parent
son	儿子	2010	NEWS	李学梅	F	XIN	然而在妈妈面前,再冷峻的人也难免真情流露,21日,多梅内克的母亲在接受法国媒体采访时透露了儿子的真情一面。	Neutral	0.579710841178894	Yes	NA	Male	Child
son	儿子	2010	NEWS	李学梅	F	XIN	热尔梅娜·多梅内克对法国RTL电台表示,她在20日晚与远在南非的儿子通了电话,她感觉到,阿内尔卡的辱骂对身为主教练的多梅内克伤害很大。	Neutral	0.977157175540924	Yes	NA	Male	Child
mother	母亲	2010	NEWS	李学梅	F	XIN	“我真想见见阿内尔卡先生,然后告诉他一个母亲的想法,如果他也有母亲的话”,热尔梅娜表示。	Neutral	0.609101474285126	Yes	NA	Female	Parent
mother	妈妈	2010	NEWS	来建强	M	XIN	21日上午,在爸爸妈妈的陪同下,福州鼓楼第一小学女生华玥涵来到福建西湖宾馆,迎接即将到自己家中做客的台北阳明山小学女生陈诗婷。	Positive	0.989121496677399	No	Yes	Female	Parent
father	爸爸	2010	NEWS	来建强	M	XIN	21日上午,在爸爸妈妈的陪同下,福州鼓楼第一小学女生华玥涵来到福建西湖宾馆,迎接即将到自己家中做客的台北阳明山小学女生陈诗婷。	Positive	0.985965251922607	No	Yes	Male	Parent
woman	女人	2010	NEWS	张薇	F	XIN	“因为男人一般都比女人懒,”李娜迅速作答。	Negative	0.787959635257721	No	No	Female	Adult
man	男人	2010	NEWS	张薇	F	XIN	“因为男人一般都比女人懒,”李娜迅速作答。	Negative	0.905350148677826	No	No	Male	Adult
brother	兄弟	2010	NEWS	谭晶晶	F	XIN	我前年访越时,与贵国领导人进行了很好的交流,目睹了兄弟的越南人民在推进革新事业中取得的成绩。	Positive	0.98704183101654	No	Yes	Male	Sibling
sister	姐姐	2010	NEWS	张薇	F	XIN	这位女单卫冕冠军当日只用了63分钟便以6:0、6:4淘汰葡萄牙姑娘德布里托,随后她与姐姐征战女双首轮也是直落两盘过关。	Negative	0.337578743696213	No	No	Female	Sibling
mother	母亲	2010	NEWS	曲北林	M	XIN	虽然心中早有准备,约翰·沃尔还是在现场跟泪水涟涟的母亲紧紧相拥。	Positive	0.968189299106598	No	Yes	Female	Parent
mother	母亲	2010	NEWS	曲北林	M	XIN	当NBA总裁大卫·斯特恩宣布约翰·沃尔当选状元郎之后,他谈起了他的母亲。	Neutral	0.970758676528931	Yes	NA	Female	Parent
father	父亲	2010	NEWS	曲北林	M	XIN	我在艰苦的社区长大,在学校问题多多,特别是我父亲去世之后。	Negative	0.994013607501984	No	No	Male	Parent
mother	妈妈	2010	NEWS	曲北林	M	XIN	我的妈妈将我送进学校,下午再接我回家。	Positive	0.969242513179779	No	Yes	Female	Parent
son	儿子	2010	NEWS	张雅诗	F	XIN	吴冠中的儿子吴可雨出席了发布会。	Positive	0.544433891773224	No	Yes	Male	Child
wife	妻子	2010	NEWS	彭梦瑶	F	XIN	诺列加一直否认自己参与毒品交易,称其个人财产来自继承遗产、妻子财产和美国中央情报局支付的钱款。	Neutral	0.892212510108948	Yes	NA	Female	Spouse
mother	母亲	2010	NEWS	朱国亮	M	XIN	这已是甘肃今年第二次实施增殖放流,今年6月6日甘肃已在“母亲河”黄河增殖放流了200万尾黄河鲤鱼和鲫鱼。	Positive	0.887445390224457	No	Yes	Female	Parent
wife	妻子	2010	NEWS	彭梦瑶	F	XIN	但诺列加今年4月27日被从美国引渡至法国后,对1999年审判结果提出反对意见,称其个人财产来自继承遗产、妻子财产和美国中央情报局支付的钱款,与贩毒无关。	Neutral	0.801670968532562	Yes	NA	Female	Spouse
sister	姐姐	2010	NEWS	张薇	F	XIN	问及她对于姐姐大威廉姆斯以及“瑞士天王”费德勒的出局做何感想,这位世界第一幽默地表示,就算她最终失败了,至少还有伟大冠军作陪。	Positive	0.771812081336975	No	Yes	Female	Sibling
daughter	女儿	2010	NEWS	张丽娜	F	XIN	6月底,来自武汉的游客刘明杰带着女儿在呼伦湖观看了“水上日出”,湖畔和河岸牧草繁茂,天水相连,令他们十分陶醉。	Positive	0.546779453754425	No	Yes	Female	Child
father	爸爸	2010	NEWS	李江涛	M	XIN	26日零时多,吴先生的三儿子吴乙丁打来电话,哭着说:“我爸爸走了!”听到噩耗的卢新华既吃惊又悲痛,没想到吴先生这么快就走了。	Negative	0.927436649799347	No	No	Male	Parent
son	儿子	2010	NEWS	李江涛	M	XIN	26日零时多,吴先生的三儿子吴乙丁打来电话,哭着说:“我爸爸走了!”听到噩耗的卢新华既吃惊又悲痛,没想到吴先生这么快就走了。	Neutral	0.718301236629486	Yes	NA	Male	Child
son	儿子	2010	NEWS	李江涛	M	XIN	就在6月25日先生逝世的当天,他还委托儿子在香港将几幅最新作品捐赠给香港艺术馆。	Positive	0.598030388355255	No	Yes	Male	Child
father	父亲	2010	NEWS	李江涛	M	XIN	2006年前,他家的地面还是水泥的,后来是他儿子说‘整个楼里也没有哪家这样的’,才坚持为父亲铺上了地板。	Neutral	0.517191827297211	Yes	NA	Male	Parent
son	儿子	2010	NEWS	李江涛	M	XIN	2006年前,他家的地面还是水泥的,后来是他儿子说‘整个楼里也没有哪家这样的’,才坚持为父亲铺上了地板。	Neutral	0.928033113479614	Yes	NA	Male	Child
brother	兄弟	2010	NEWS	李忠发	M	XIN	他说,越中双边合作指导委员会第四次会议开得很好,双方本着同志加兄弟的精神,就进一步推进两国友好合作关系的全面发展坦诚深入交换看法,达成许多重要共识。	Positive	0.998279333114624	No	Yes	Male	Sibling
wife	妻子	2010	NEWS	关俏俏	F	XIN	”坐着首趟列车,艾合买提江带着妻子去伊犁走亲戚。	Positive	0.64257800579071	No	Yes	Female	Spouse
sister	妹妹	2010	NEWS	张薇	F	XIN	止步八强的大威位居其后,但整整比自己的妹妹少了50个。	Negative	0.906425595283508	No	No	Female	Sibling
sister	姐姐	2010	NEWS	张薇	F	XIN	感谢父母,感谢不在场的姐姐大威,感谢观众。	Positive	0.98426878452301	No	Yes	Female	Sibling
son	儿子	2010	NEWS	李学梅	F	XIN	我的儿子卢克即将年满11岁,已经是个小大人了,我和他之间有很多事情可以一起分享。	Positive	0.86984771490097	No	Yes	Male	Child
brother	哥哥	2010	NEWS	马世骏	M	XIN	新华社华沙7月4日电(记者马世骏)波兰多家媒体20日晚公布的投票站出口民调显示,在当天举行的波兰总统选举第二轮投票中,代总统、众议院议长、执政党公民纲领党候选人布罗尼斯瓦夫·科莫罗夫斯基击败反对党法律与公正党主席、已故总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基,当选波兰总统。	Positive	0.859654664993286	No	Yes	Male	Sibling
brother	哥哥	2010	NEWS	马世骏	M	XIN	新华社华沙7月4日电(记者马世骏)波兰多家媒体4日晚公布的投票站出口民调显示,在当天举行的波兰总统选举第二轮投票中,代总统、众议院议长、执政党公民纲领党候选人布罗尼斯瓦夫·科莫罗夫斯基击败反对党法律与公正党主席、已故总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基,当选波兰总统。	Positive	0.859267175197601	No	Yes	Male	Sibling
brother	哥哥	2010	NEWS	马世骏	M	XIN	新华社华沙7月4日电(记者马世骏)波兰多家媒体4日晚公布的投票站出口民调显示,在当天举行的波兰总统选举第二轮投票中,代总统、众议院议长、执政党公民纲领党候选人布罗尼斯瓦夫·科莫罗夫斯基击败反对党法律与公正党主席、已故总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基,当选波兰总统。	Positive	0.859267175197601	No	Yes	Male	Sibling
brother	哥哥	2010	NEWS	马世骏	M	XIN	新华社华沙7月4日电(记者马世骏)波兰4日举行总统选举第二轮投票,由代总统、众议院议长、执政党公民纲领党候选人布罗尼斯瓦夫·科莫罗夫斯基和反对党法律与公正党主席、已故波兰总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基争夺总统职位。	Positive	0.775622308254242	No	Yes	Male	Sibling
brother	哥哥	2010	NEWS	马世骏	M	XIN	新华社华沙7月4日电(记者马世骏)波兰4日举行总统选举第二轮投票,由代总统、众议院议长、执政党公民纲领党候选人布罗尼斯瓦夫·科莫罗夫斯基和反对党法律与公正党主席、已故波兰总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基争夺总统职位。	Positive	0.775622308254242	No	Yes	Male	Sibling
mother	母亲	2010	NEWS	杨立民	M	XIN	”塞萨尔上车离开机场时抱着母亲痛哭流涕。	Positive	0.988724410533905	No	Yes	Female	Parent
brother	哥哥	2010	NEWS	马世骏	M	XIN	最终计票结果显示,科莫罗夫斯基的得票率为53.01%,波兰已故总统莱赫·卡钦斯基的孪生哥哥、反对党法律与公正党候选人雅罗斯瓦夫·卡钦斯基的得票率为46.99%。	Positive	0.783564448356628	No	Yes	Male	Sibling
brother	兄弟	2010	NEWS	李学梅	F	XIN	与此同时,绵绵阴雨也不期而至,使路面变得异常湿滑,拥挤的大部队开始出现撞车事故;先是萨克索银行车队的施莱克兄弟,随后阿斯塔纳车队的卫冕冠军孔塔多在下坡时摔下自行车,造成髋部、膝关节和肘部擦伤,所幸经队医诊断,伤势并不严重。	Neutral	0.898904860019684	Yes	NA	Male	Sibling
boy	男孩	2010	NEWS	李学梅	F	XIN	新华社巴黎7月5日电(记者李学梅)赛场上,他是一头来自马略卡岛的愤怒公牛,分分必争,永不言弃;赛场外,他是一个谦虚腼腆的西班牙男孩,谨言慎行,朴实无华。	Positive	0.610936880111694	No	Yes	Male	Not_Adult
woman	女人	2010	NEWS	李学梅	F	XIN	国际田联秘书长皮埃尔·魏斯在接受媒体采访时曾表示,塞曼亚确为女性,但并不是100%的女人,而田联需要研究的是她是否利用这种特性在比赛中获益。	Neutral	0.718542337417603	Yes	NA	Female	Adult
brother	兄弟	2010	NEWS	李忠发	M	XIN	中巴是好邻居、好朋友、好伙伴、好兄弟。	Positive	0.999013662338257	No	Yes	Male	Sibling
wife	妻子	2010	NEWS	彭梦瑶	F	XIN	但诺列加今年4月27日从美国被引渡至法国后,对1999年审判结果提出异议,称其个人财产来自继承遗产、妻子财产和美国中央情报局支付的钱款,与贩毒无关。	Neutral	0.81597226858139	Yes	NA	Female	Spouse
daughter	女儿	2010	NEWS	王雅楠	F	XIN	这些援助组织代表在联合记者会上说,世界上最不发达国家主要集中在非洲中部及西部,粮食歉收、虫灾及粮食价格飞涨导致当地大批妇女儿童营养不良,但国际社会对其援助力度却远未达到相应水平。	Negative	0.905295252799988	No	No	Female	Child
son	儿子	2010	NEWS	杨立民	M	XIN	6月24日警方接到艾丽莎在布鲁诺家中被人打死的举报,2天后警方在一个贫民窟找到艾丽莎的儿子。	Neutral	0.856874287128448	Yes	NA	Male	Child
mother	妈妈	2010	NEWS	王飞航	M	XIN	新华社太原7月9日电(记者王飞航)哺乳是雌性动物的天性,而太原动物园的4只小白虎却一出生就被不愿哺乳的虎妈妈遗弃,最终只好由一只牧羊犬当起了“临时奶妈”。	Negative	0.9948291182518	No	No	Female	Parent
mother	妈妈	2010	NEWS	王飞航	M	XIN	太原动物园管理处副主任卫泽珍介绍,6月20日凌晨,虎妈妈经过6个小时终于顺利诞下2雄2雌共4只小白虎。	Positive	0.667027115821838	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	王飞航	M	XIN	出人意料的是,小白虎出生后,虎妈妈没有舔舐小白虎更没有担负哺育亲子的职责。	Negative	0.993663311004639	No	No	Female	Parent
mother	妈妈	2010	NEWS	王飞航	M	XIN	经过咨询动物饲养专家,工作人员了解到狗奶具有恒温的特点,尤其狗初乳含有免疫蛋白,与虎奶最为接近,于是工作人员便着手为小白虎物色“狗妈妈”。	Positive	0.563687801361084	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	王飞航	M	XIN	这只黑色牧羊犬性情温顺,对4只虎“宝宝”视如己出,哺乳更是尽心尽力,从此就担起了“虎妈妈”的重任。	Positive	0.800015568733215	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	王飞航	M	XIN	为了给“狗妈妈”加强营养,太原动物园的饲养员每天都会奉上鸡骨架汤以及由肉沫、玉米面、蔬菜等熬成的面糊,另加3斤牛奶。	Positive	0.917972922325134	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	王飞航	M	XIN	丰盛的伙食加强了“狗妈妈”的身体健康,从而保证了奶水的质量。	Positive	0.643138825893402	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	王飞航	M	XIN	饲养员告诉记者,随着狗奶的减少,“狗妈妈”也即将结束“使命”。	Negative	0.973019897937775	No	No	Female	Parent
son	儿子	2010	NEWS	杨立民	M	XIN	6月24日警方接到艾丽莎在布鲁诺家中被人打死的举报,两天后警方在一个贫民窟找到艾丽莎的儿子。	Neutral	0.844467282295227	Yes	NA	Male	Child
wife	妻子	2010	NEWS	郭倩	F	XIN	此外,每100名已婚女性中,其丈夫有不止一名妻子的占13人,略低于2003年时的16人。	Negative	0.456259936094284	No	No	Female	Spouse
husband	丈夫	2010	NEWS	郭倩	F	XIN	此外,每100名已婚女性中,其丈夫有不止一名妻子的占13人,略低于2003年时的16人。	Neutral	0.504744231700897	Yes	NA	Male	Spouse
wife	妻子	2010	NEWS	郭倩	F	XIN	许多人之所以只娶一位妻子,很大程度上是因为财力不足。	Positive	0.890738308429718	No	Yes	Female	Spouse
father	父亲	2010	NEWS	阿斯钢	M	XIN	朝青龙接受蒙古国国家公众电视台记者采访时说:“作为搏克(蒙古式摔跤)世家出身的我,非常热爱搏克,我父亲是我们国家家喻户晓的搏克(好手),我哥哥也是搏克全国冠军。	Positive	0.998418569564819	No	Yes	Male	Parent
brother	哥哥	2010	NEWS	阿斯钢	M	XIN	朝青龙接受蒙古国国家公众电视台记者采访时说:“作为搏克(蒙古式摔跤)世家出身的我,非常热爱搏克,我父亲是我们国家家喻户晓的搏克(好手),我哥哥也是搏克全国冠军。	Positive	0.998599827289581	No	Yes	Male	Sibling
son	儿子	2010	NEWS	吴霞	F	XIN	当晚他带着儿子一起参加派对。	Neutral	0.579621434211731	Yes	NA	Male	Child
boy	男孩	2010	NEWS	郭倩	F	XIN	小说主人公是生活在非洲某城市一个巨大垃圾场附近的15岁男孩劳尔。	Negative	0.531039297580719	No	No	Male	Not_Adult
boy	男孩	2010	NEWS	郭倩	F	XIN	特里在英国牛津领奖后回忆创作过程时说:“内罗毕街头那些衣衫褴褛的男孩的形象在我脑海中挥之不去,于是我产生了写这样一部小说的想法。	Negative	0.829327821731567	No	No	Male	Not_Adult
brother	兄弟	2010	NEWS	王雅楠	F	XIN	姜增伟说,中肯两国人民是好朋友、好伙伴和好兄弟,中国政府已决定向肯尼亚进一步提供援助资金,用于双方共同商定的项目,相信这些援助将为肯尼亚经济建设发挥积极作用。	Positive	0.998971104621887	No	Yes	Male	Sibling
sister	姐姐	2010	NEWS	张薇	F	XIN	而在13位田径队员中,维多利亚·奥胡鲁奥古颇受关注,因为这位小姑娘的姐姐克里斯蒂娜·奥胡鲁奥古正是北京奥运会女子400米的冠军得主。	Positive	0.994250416755676	No	Yes	Female	Sibling
husband	丈夫	2010	NEWS	王强	M	XIN	洛佩兹原本打算携丈夫和一对龙凤胎到北塞,不仅要在24日晚开专场演唱会,还要庆祝自己的生日。	Neutral	0.782694876194	Yes	NA	Male	Spouse
son	儿子	2010	NEWS	吴霞	F	XIN	陈阿姨开始并不知道是什么一回事,还是看球的儿子告诉她,这些都要归功于章鱼保罗。	Positive	0.630293250083923	No	Yes	Male	Child
son	儿子	2010	NEWS	吴霞	F	XIN	“后来儿子告诉我,我才知道,不少来买章鱼小丸子的都是球迷,他们钟情的球队被章鱼言中失败,就拿章鱼小丸子来泄愤,”陈阿姨说。	Neutral	0.968129873275757	Yes	NA	Male	Child
wife	妻子	2010	NEWS	郭倩	F	XIN	新华社内罗毕7月15日电(记者郭倩)肯尼亚百岁老人亚伯拉罕·瓦博巴日前在家乡的教堂迎娶了共同生活了40多年的妻子,了却了自己一桩多年的心愿。	Positive	0.748383462429047	No	Yes	Female	Spouse
wife	妻子	2010	NEWS	郭倩	F	XIN	如今他和妻子萨拉一起生活在基塔莱附近的塔巴尼村。	Positive	0.927181422710419	No	Yes	Female	Spouse
wife	妻子	2010	NEWS	郭倩	F	XIN	原因是基督教不支持一夫多妻制,而一夫多妻在肯尼亚并不违法,萨拉是瓦博巴的第三位妻子。	Positive	0.735008776187897	No	Yes	Female	Spouse
wife	妻子	2010	NEWS	郭倩	F	XIN	瓦博巴娶第一位妻子时萨拉还未出世。	Negative	0.718130946159363	No	No	Female	Spouse
wife	妻子	2010	NEWS	郭倩	F	XIN	他的第二位妻子早年死于难产,第一位妻子于2002年去世。	Negative	0.961419463157654	No	No	Female	Spouse
